mã chứng khoán,năm báo cáo,kỳ báo cáo,lợi nhuận từ các hoạt động khác,lợi nhuận hoạt động trước thay đổi vốn lưu động,luồng tiền từ hoạt động kinh doanh trước thuế TNDN,chi từ quỹ dự phòng,chi mua tài sản cố định,lãi từ cổ tức,luồng tiền thuần từ hoạt động đầu tư,tăng vốn điều lệ,luồng tiền thuần từ hoạt động tài chính,tăng/giảm thuần tiền và tương đương tiền,tiền và tương đương tiền đầu kỳ,điều chỉnh chênh lệch tỷ giá,tiền và tương đương tiền cuối kỳ,luồng tiền thuần từ hoạt động kinh doanh,thu từ thanh lý tài sản cố định,đầu tư vào các đơn vị khác,thu từ thoái vốn ở các đơn vị khác,chi trả cổ tức,khấu hao và phân bổ,"cho vay, mua công cụ nợ","thu hồi khoản cho vay, bán công cụ nợ",chi mua lại cổ phiếu,thu từ vay nợ,trả nợ gốc vay,thanh toán gốc thuê tài chính,lợi nhuận/lỗ trước thuế,dự phòng rủi ro tín dụng,lãi/lỗ tỷ giá chưa thực hiện,lãi/lỗ từ hoạt động đầu tư,chi phí lãi vay,tăng/giảm khoản phải thu,tăng/giảm hàng tồn kho,tăng/giảm khoản phải trả,tăng/giảm chi phí trả trước,lãi vay đã trả,thuế TNDN đã nộp,các khoản thu khác từ hoạt động kinh doanh,các khoản chi khác từ hoạt động kinh doanh,thu nhập từ lãi và cổ tức,lãi/lỗ từ thanh lý tài sản cố định,tăng/giảm khoản phải thu (dự phòng),tăng/giảm khoản phải trả (dự phòng),cổ tức đã nhận
CTS,2017,3,,-97735998062,,,-17370172000,178054746,-224652220742,0,371652231386,67268942023,27730924953,0,94999866976,-79731068621,0,-207460103488,0,0,1064289690,0,0,0,504621231386,-132969000000,,9209930503,0,176597509,-178054746,4386986642,0,0,27197010606,450369259,-1715543000,-6838273391,0,-2649500000,-2905883715,,3634369474,-162714305,
CTS,2017,2,,-62333930051,,,-10815150000,228310772,-10582993773,0,30019149048,6517982068,21212942885,0,27730924953,-12918173207,3845455,0,0,0,1070702572,0,0,0,690281156071,-660262007023,,44813244996,4845822883,0,-232156227,1178913334,0,0,3372009742,1212723769,-927217161,-7184163017,6359944000,-1124000000,6742354756,,-150158636,-3016675450,
CTS,2017,1,,-148770734755,,,0,990993271,990993271,0,-120019149048,-235692316020,256905258905,0,21212942885,-116664160243,0,0,0,0,828123583,0,0,0,-195000000000,74980850952,,38023742931,-583244614,0,-990993271,2302744172,0,0,-75477689113,-266123940,-5342129105,-8211110401,-1569972000,-6784007014,-7473798289,,319389380,-2754548171,
CTS,2016,4,,391030938428,,,63032000,191573001,264573183,0,-232521080000,208759473914,48145784991,0,256905258905,441015980731,9968182,0,0,0,821124537,0,0,0,210000000000,-442521080000,,41232867641,0,0,-206946183,8541593187,0,0,59614926804,378456684,-6856638150,-5145431285,373600512,-2051390000,11519674203,,357597773587,-393647935114,
CTS,2016,3,,-446183611573,,,0,320324592,320324592,-30000000000,387521080000,-18774369064,66920154055,0,48145784991,-406615773656,0,0,0,0,793779426,0,0,0,607521080000,-190000000000,,25993857030,0,0,-320324592,2764174436,0,0,-26552467033,304188402,-2391904793,-988757576,664399488,-2067700000,1974213507,,-370146076314,392357412822,
CTS,2016,2,,-81525208082,,,-1060405000,420372888,-534241203,0,50000000000,-6917980081,73838134136,0,66920154055,-56383738878,105790909,0,0,0,796002341,0,0,0,150000000000,-100000000000,,11080763028,-109982398,0,-520758797,16716983983,805880000,0,-17678962874,606069245,-1475555556,-4715937724,0,-1423500000,-15213723669,,-18094948568,1946202271,
CTS,2016,1,,-262595757353,,,-3019184500,955498190,-2063686310,30000000000,30000000000,-216167884154,290006018290,0,73838134136,-244104197844,0,0,0,0,727766337,0,0,0,0,0,,23934402584,109982398,0,-955498190,-14357386760,-805880000,0,35835298464,63924260,386666667,-6283471970,1467071000,-5871485735,0,,-205262236,164932467,
CTS,2015,4,,15446936283,,,-2089016330,19431389299,226337268537,0,0,248328827111,319967483941,0,568296311052,21991558574,15081818,-9087235610,8067049360,0,677389797,0,210000000000,0,0,0,,32779756821,-1387637615,0,-16622572720,0,0,-108695906,0,778433678,0,-4272626303,2300000,-1254400000,0,,-94455952338,105855563160,
CTS,2015,3,,6275780604,,,0,8463264204,-40438182926,0,0,-88007111911,407974595852,0,319967483941,-47568928985,0,-29760412730,30858965600,0,712875876,-100000000000,50000000000,0,0,0,,19793433885,-446599126,0,-13783930031,0,0,5109000,0,532057762,0,-4535339885,550300000,-3202200000,0,,-5611386487,-41583249979,
CTS,2015,2,,9030980601,,,0,27545103303,7852852906,0,0,58159240813,349815355039,0,407974595852,50306387907,0,-17572870345,12880619948,0,764343360,-15000000000,0,0,0,0,,27898789532,1090231239,0,-20722383530,0,0,-7099364,0,1121639494,0,-3167088145,2843394229,-4905556322,0,,-19007133310,64397250724,
CTS,2015,1,,-2040499901,,,0,8966217681,24671348341,0,0,77559890325,272255464714,0,349815355039,52888541984,0,-18478611800,34183742460,0,68656525,0,0,0,0,0,,14657764095,-756319944,0,-16010600577,0,0,3525909,0,-348345124,0,-4605348420,1305300000,-7331537126,0,,77726948586,-11821501940,
CTS,2014,4,,17371990800,,,-41751904000,26300726757,-18360693443,11869550000,11878412600,-53654405653,325909870367,0,272255464714,-47172124810,0,-22892297600,14982781400,8862600,1379982847,-25000000000,30000000000,0,0,0,,24519171510,6987220678,0,-15514384235,0,0,16745091,0,280869905,0,-4270468248,0,-1628533498,0,,-2332482187,-56610246673,
CTS,2014,3,,4236104320,,,-301950000,4709026533,4755084333,1217500000,-45404537000,-39146900773,365056771140,0,325909870367,1502551894,0,-30433731200,25781739000,-46622037000,567210738,-5000000000,10000000000,0,0,0,,19721374287,530022187,0,-16582502892,0,0,-5527273,0,731760921,0,-2893889414,0,-1169058000,0,,-35717812720,36320974060,
CTS,2014,2,,4056942981,,,-94480000,18410232213,8684691840,0,0,-94507023733,459563794873,0,365056771140,-103191715573,234992727,-17806264100,27940211000,0,1127860732,-210000000000,190000000000,0,15000000000,-15000000000,,16223567304,-915141713,0,-12379343342,0,0,22197546,0,1055104178,0,-4949508218,0,-984700000,0,,28554054907,-130945806967,
CTS,2014,1,,4964329833,,,0,17335055297,-76806648403,0,0,4996490859,454567304014,0,459563794873,81803139262,0,-54024889700,44883186000,0,1140752871,-235000000000,150000000000,0,0,0,,22706047444,861753632,0,-19752974114,8750000,0,-8917910,0,37695334,-8750000,-5530867855,680000000,-6345243448,0,,-96633797731,184648691039,
CTS,2013,4,,18839995,,,-1676800000,17783002445,257567501315,0,-46580209410,-983798063869,1438365367883,0,454567304014,-1194785355774,0,-28021573800,34482872670,-46580209410,1225519580,-76746250000,311746250000,0,0,0,,23055198464,-5318160141,0,-18943717908,0,0,1497562,0,-150214161,-754722222,-3730186454,0,-641793000,0,,-1918979007,-1187609798487,
CTS,2013,3,,-590314555,,,-139590000,38250948285,44594055915,0,-15000000000,1195298027746,243067340137,0,1438365367883,1165703971831,0,-30192267700,16674965330,0,1218066871,-110000000000,130000000000,0,0,-15000000000,,17327581715,650036530,0,-19818083004,32083333,0,2030908,0,639451965,0,-6679008938,0,-549007000,0,,53986928249,1118893891202,
CTS,2013,2,,339279527,,,-38740000,16707525233,-38979251166,0,15000000000,-52464040344,295531380481,0,243067340137,-28484789178,0,193839805920,90512157681,0,1268342544,-340000000000,0,0,65000000000,-50000000000,,28137723715,-4395062595,0,-25394363026,722638889,0,-48308662,0,721898492,0,-4384611577,21800000,-1360752000,0,,-80219585605,56445490647,
CTS,2013,1,,-111086401,,,0,23862201737,-15437000596,0,0,31197737222,264333643259,0,295531380481,46634737818,0,-421044250400,75745048067,0,1297582333,0,306000000000,0,0,0,,17039772237,2677690894,0,-21126131865,0,0,1042000,0,316010092,0,-4259080129,1201000000,-4633974294,0,,67558472364,-13437645814,
DBC,2025,2,,744447302025,,,-168083677697,8452242690,-457539028583,0,-552192424911,-206935614368,570452137703,1927121,363518450456,802795839126,245454545,0,2591080096,0,163519487246,-300744128217,0,,3194591859591,-3712921953077,-33862331425,536862765824,0,-1927121,-21111073711,65178049787,36248988704,-76114995250,24170369170,-9287278903,-71466857126,-4201689494,160000000000,-1000000000,,,,,
DBC,2025,1,,751335842323,,,-58404639961,18299824383,-49493167198,49800000,-200865803465,131120183829,439331953874,0,570452137703,381479154492,0,0,0,0,164135866726,-9388351620,0,,2583406737628,-2752146636032,-32175705061,536280177146,0,0,-18338703420,69258501871,-172041860263,-90892172108,39416950253,9231607812,-70945550633,-89370725892,40000000000,-35254937000,,,,,
DBC,2024,4,,482223391950,,,-273873425487,13050296451,-285386391729,-1000000000,-713049715524,-100758938140,541033612803,-942720789,439331953874,897677169113,5493714390,0,-2322456070,0,165497467536,-84169025294,56434504281,,3274322179233,-3959160667815,-27211226942,266603088259,0,1358074100,-20332367537,69097129592,186148948832,-5480272595,270974684238,-10199946864,-22373891768,-596584680,0,-3019160000,,,,,
DBC,2024,3,,554443649004,,,-302949419648,-136365816,-1122562456563,1330761090000,1045366020921,16045798952,524315781593,672032258,541033612803,93242234594,611818182,0,2322456070,0,156020697226,-807773123462,-14637821889,,2904987115997,-3148652608670,-41729576406,331037140304,0,-672032258,-4381252356,72439096088,-125434671957,389353631894,-600567650572,-652600322,-119138884372,-2066119081,0,-2695120000,,,,,
DBC,2024,2,,386880923613,,,-176348131700,9401960289,-194323399092,0,413107348505,166635722464,357618320425,61738704,524315781593,-52148226949,0,0,0,0,162817189828,-42015049570,14637821889,,4109505627592,-3680096656039,-16301623048,157212712905,-5566521832,-61738704,-6121480916,78600762332,-27465441126,-587382927824,202246388080,-5601814169,-49981208742,29155853219,0,0,,,,,
DBC,2024,1,,292660806683,,,-117124576080,8945010083,-111663991531,0,-309960080820,-234574271348,592137027608,55564165,357618320425,187049801003,0,0,0,0,154872388988,-3484425534,0,,3306757452136,-3559211424759,-57506108197,99395604736,0,-55564165,-5083184190,43531561314,-28908142876,260162448658,-197893235290,12212835122,-72130485789,-64896992505,0,-14157433000,,,,,
DBC,2023,4,,227843821372,,,-103302236670,14128188139,-24966697273,0,833771726082,272483728836,319675230727,-21931955,592137027608,-536321299973,201129564,0,1708165443,0,161194368970,33783938726,28514117525,,3712274348408,-2831138168699,-47364453627,14745607258,0,21931955,-11298266810,63180179999,217296452985,-834189334411,-52652346379,-21644636066,-67144248922,-3912318552,0,-1918690000,,,,,
DBC,2023,3,,224121820372,,,-101311562586,3364854418,-107341764680,0,-90355683259,-77659520485,397272722190,62029022,319675230727,120037927454,-848239247,0,3057285223,0,126053315499,-39945284963,28341182475,,3159928221042,-3265235683760,14951779459,23473047238,0,-62029021,-8256437332,82913923987,-187742837299,343601586561,-145265373811,55064503020,-154897384072,-4777127317,0,-10067260000,,,,,
DBC,2023,2,,530224504802,,,-78939842763,8207483191,-55981793743,0,-77224031831,247609474089,149615311807,47936294,397272722190,380815299663,931557429,0,0,0,125749762831,40260190875,-26441182475,,3173829362929,-3174717847157,-76335547603,370431518303,-3245580624,-47936295,-10359976267,47696716855,128255843653,-304536133923,7398270977,19987576984,10795102991,-7676475821,0,-3633390000,,,,,
DBC,2023,1,,-119428256811,,,-161864702098,6024309308,-215198883363,0,610084520446,-477396468303,627011780110,0,149615311807,-872282105386,154545454,0,0,0,128984109960,-121513036027,62000000000,,2615438451688,-1978358012834,-26995918408,-310900961447,0,0,-6178854762,68667449438,277218609,470553240197,-1018146890973,-6251563858,-91308398132,-61451454418,0,-46526000000,,,,,
DBC,2022,4,,259485750977,,,-409248774623,11011852545,-390388555508,0,416781671191,387848990762,239178045227,-15255879,627011780110,361455875079,129629632,-9008821301,-1089531074,-10524806601,120894335535,-1135633858,18952723171,,2145567978115,-1682696045016,-35565455307,-48589320272,8812102456,15255879,130001860168,48351517211,-45622477400,-604405434116,873682414215,-29101318381,-71268147524,-12689112692,0,-8625800000,,,,,
DBC,2022,3,,457143567681,,,-331282874845,980597323,-328919885097,0,420622078710,58738910317,180439135130,-220,239178045227,-32963283296,0,0,1089531074,0,119391586652,55792861351,-55500000000,,2511304460002,-2073533225582,-17149155710,250435759078,0,218,47358269301,39957952432,30012422548,276251912783,-792731588295,13163180514,-45752667318,-18555439380,47490604000,14724171,,,,,
DBC,2022,2,,200622559572,,,-207284965287,11299752605,-163650977372,0,-9096332358,-48259107874,228713674893,-15431889,180439135130,124488201856,0,0,0,0,131261905770,-55591491270,87925726580,,2150191733507,-2137231754858,-22056311007,29832199957,0,15431891,-8659986812,48173008766,5772958803,-314011105588,301249724199,-15649236239,-39577779894,-9441313996,0,-4477605001,,,,,
DBC,2022,1,,194220919103,,,-349693791655,4145651993,-323483748753,0,465332368216,28656585589,200057089304,0,228713674893,-113192033874,309090909,0,0,0,127489828781,-15844700000,37600000000,,2349526192318,-1861715325767,-22478498335,25274833056,0,0,-4857923903,46314181169,-95270697777,75325644550,-140486273757,7668442038,-55717567578,-70347491453,0,-28585009000,,,,,
DBC,2021,4,,331286237347,,,-60055524690,8276007614,-87617878876,0,102533200639,25385469305,174685602659,-13982660,200057089304,10470147542,253290136,-2904603405,0,-219963493400,126041340418,-33187048531,0,,2073740074013,-1719605092011,-31638287963,163676774643,0,13982660,-4166506407,45720646033,-29061542936,49228598634,-243235810018,4463225506,-44499391057,-53140119934,0,-4571050000,,,,,
DBC,2021,3,,325079871673,,,-87772049766,4505780168,-101493481852,0,21404388734,18505754670,156179847989,0,174685602659,98594847788,314216631,0,0,0,125330808247,-18541428885,0,,1874881413046,-1824132889343,-29344134969,168838746451,0,0,-9250944558,40161261533,-90657936055,-118694929451,20771467807,26705393305,-40206270662,-20954568829,0,-3448180000,,,,,
DBC,2021,2,,402763861911,,,-53281357744,8623523270,-51183482783,0,-698877866829,-143822369335,300005062732,-2845408,156179847989,606238980277,114130838,0,0,0,119324647976,-6639779147,0,,1231031011427,-1894766350195,-35142528061,239196959812,0,2845408,-4437648678,48677057393,67795940036,-401251317251,596215431090,-1912200931,-40312448616,-12232427962,0,-4827858000,,,,,
DBC,2021,1,,574370069164,,,-118332532054,7990776376,-99953764473,0,240210100795,55756456489,244248606243,0,300005062732,-84499879833,3387991205,0,0,0,121033583551,-13000000000,20000000000,,2107306944144,-1841856648543,-25240194806,407972133547,0,0,-2359959241,47724311307,-31701716389,-378873363193,-33746128997,6047537388,-66719325885,-114200237921,0,-39676714000,,,,,
DBC,2020,4,,502074524989,,,-208567487554,8982570669,-228554596120,0,-685673461118,-66313418388,310493270977,68753654,244248606243,847914638850,-32635338,-3998088414,3068725907,0,124060280937,-62800659456,34792978066,,2028670614608,-2685170119411,-29173956315,323150569627,0,-68753654,-8949935331,63882363410,27116329731,133769105129,276789346357,13335585196,-69686185524,-28092867028,0,-7391200000,,,,,
DBC,2020,3,,610536710110,,,-226259961040,2584437517,-235022429551,0,-583313158063,127138611213,183354659764,0,310493270977,945474198827,-1698405680,-15000000000,0,-157145866500,117016578108,-24275345693,29626845345,,960960975047,-1348877179665,-38251086945,427771995570,0,0,-5426845535,71174981967,-58329973843,164447268326,301327736555,13890024410,-74239190765,-9563125966,0,-2595250000,,,,,
DBC,2020,2,,623484858342,,,-128591705397,9962253675,-125536494980,0,-197245369725,30276987514,153079310736,-1638486,183354659764,353058852219,3309976567,0,0,-45549914000,113102106185,-10217019825,0,,1517015614415,-1639197893858,-29513176282,428441791242,0,1638486,-9888119587,91827442016,189132965190,-278679872252,-55657306098,-33079314874,-91118020864,-122470840,0,-901986385,,,,,
DBC,2020,1,,564057820911,,,-138029556656,5157627467,-140458164534,0,11948618279,-12207265051,165286575787,0,153079310736,116302281204,454545455,0,0,0,111724872701,-8040780800,0,,1907744182847,-1866051590093,-29743974475,374608977864,0,0,-5210570519,82934540865,-97737319799,-222714451444,22191744161,-28334214828,-80561480448,-13916317349,0,-26683500000,,,,,
DBC,2019,4,,435553755861,,,-181200418282,11438478119,-207505672524,0,-25219130332,5734403568,159554772327,-2600108,165286575787,238459206424,27272727,100364000,2000000000,0,79139121414,-70565080426,30693711338,,1872252257665,-1866078000387,-31393387610,271064501870,0,2600108,11422592984,73924939485,153735658212,-371553178147,115019871282,1130629117,-72524876415,-22433053486,3204020000,-3673620000,,,,,
DBC,2019,3,,190482800025,,,-98591025038,2239229022,-138738007811,82813630000,258297265450,-115376721720,274933626445,-2132398,159554772327,-234935979359,-35693650680,0,0,0,78152825224,-3099088923,-3593472192,,1767301639758,-1564490550942,-27327453366,36555449292,0,2132398,-1231782213,77004175324,-145133465651,452427643864,-646437350994,6554427078,-88191321320,-3507512361,0,-1131200000,,,,,
DBC,2019,2,,150026251307,,,-354675999213,7264577089,-353731322914,0,67343111832,128195883235,146735380858,2362352,274933626445,414584094317,24187754249,-850599000,0,0,77724064926,-106650528231,76993472192,,1962958097395,-1856504125507,-39110860056,9384952439,0,-2362352,-10005876049,72925472343,-145981024442,-315996752659,818305996763,6441201823,-90380111929,-5534501546,0,-2296965000,,,,,
DBC,2019,1,,169911035938,,,-210059123197,5419043978,-221783170045,0,437713993584,-3269756627,150005137485,0,146735380858,-219200580166,13063436982,0,0,0,77333773501,-30206527808,0,,1919434059215,-1450786835985,-30933229646,28046542956,0,0,-5455774752,69986494233,42926822914,-199547282441,-113751205354,7384811457,-80514550159,-23116776521,0,-22493436000,,,,,
DBC,2018,4,,255679309222,,,-383379056497,11344945792,-386834722372,0,345663541134,-1947183660,151915262143,37059002,150005137485,39223997578,919538319,0,0,0,67494068831,-63381989036,47661839050,,1466835775918,-1097691559446,-23480675338,124691037575,0,-37059002,17573509705,45957752113,128408338716,-527205299283,278768960168,-12145517363,-83046857781,-3841736101,7999800000,-5393000000,,,,,
DBC,2018,3,,266291125672,,,-201859461061,2459445152,-200990924999,0,122893539418,30226016137,121689246006,0,151915262143,108323401718,1309090910,0,0,0,65273126319,-15238160950,12338160950,,1881977974984,-1733767926257,-25316509309,162981586379,0,0,-5372684307,43409097281,-68841731655,161210344886,-167718607024,3864354933,-84056345094,0,23955591000,-26381331000,,,,,
DBC,2018,2,,191825510747,,,-313261213488,10139324291,-225207230167,0,-28716410947,23920926222,97766270125,2049659,121689246006,277844567336,45454545,15000000000,0,-82818465000,64005546543,-40425934404,103295138889,,941388761102,-864454553703,-22832153346,87080435779,-6000000000,-2049659,-7044983942,53786562026,86680444205,-303435479529,355963736923,-15265053746,-40320379725,-663371539,-23322171000,26381331000,,,,,
DBC,2018,1,,115459306479,,,-241448000102,5299598775,-260051474855,0,167961445341,-128093794576,225860064701,0,97766270125,-36003765062,758765522,-15000000000,0,0,55892638338,-22000000000,12338160950,,1611879327012,-1419411016005,-24506865666,18605654580,0,0,-4832234098,45793247659,15098631677,11881725502,-59976958705,2381200579,-58035608194,-57039712400,23322171000,-29094521000,,,,,
DBC,2017,4,,114768686771,,,-248644712380,14967432220,-247665316945,0,72189219465,31957912716,193899819724,2332261,225860064701,207434010196,39396361,0,0,0,41868197566,-100027433146,86000000000,,1645934169783,-1544175189138,-29569761180,75643590827,0,-2332261,-9384394761,6643625400,-68817087283,138240963854,81596504667,-1375920721,-40481486910,-15396643982,-1101006200,0,,,,,
DBC,2017,3,,277384672880,,,-371103461562,4777363217,-374619028427,0,147332762160,128723654870,65176164854,0,193899819724,356009921137,6522106277,-67233693082,-64981343277,0,32023435759,73500000000,43900000000,,1459138684316,-1282198693904,-29607228252,209638688670,0,0,-2954883604,38677432055,-44070211686,259100823207,-152031999285,-4051250566,-47768304527,-3037608886,71523000000,-1039200000,,,,,
DBC,2017,2,,-17409059534,,,-175749479006,13303534563,-147610066246,0,365788121084,-26726888306,91903837111,-783951,65176164854,-244904943144,46744442,0,64981343277,0,11502924842,-158925379892,108733170370,,1378605824106,-985920347254,-26897355768,-32139224246,6000000000,783951,-44829524054,42055979973,104042922069,-297788638523,48339713011,5249567492,-39667344735,-3466002924,-29046500000,-15159600000,,,,,
DBC,2017,1,,109146415073,,,-208661007004,8156649158,-296521171194,0,406613217239,-187846742810,279750579921,0,91903837111,-297938788855,0,0,0,-1120712425,55351066323,-96016813348,0,,1428443508397,-988631860900,-32077717833,25657084786,0,0,-4442784711,32581048675,-253703348288,-205767185479,153900588483,-53544057794,-37470105044,-34738374806,37133000000,-12895721000,,,,,
DBC,2016,4,,147726899765,,,-93460900912,3398557810,122537436351,0,37369413664,195616736870,84132348979,1494072,279750579921,35709886855,37000000,22911246680,200000000000,0,53133671206,-10348467227,0,,1183024584221,-1124964916081,-20690254476,70902156497,0,-1494072,-5022645544,28715211678,260677937035,-385145696300,86169245792,5102831244,-35935608971,-33021706053,17543239739,-27407255396,,,,,
DBC,2016,3,,214452362414,,,-94919553844,-25068365526,-151088257500,125480360000,50649175117,-67865651304,151998000283,0,84132348979,32573431079,0,-42911246680,0,-162004618075,51977825283,130610908550,-118800000000,,1252553480212,-1157723195321,-7656851699,142662897836,0,0,-4424554663,24236193958,-228087948591,78681832563,-46361025308,-1624465790,-30744808647,-1871877769,69596920131,-21467557924,,,,,
DBC,2016,2,,161567519051,,,-347353177855,32224318737,-168636677967,-125480360000,-224456308228,29414579500,122590532801,-7112018,151998000283,422507565695,54545455,0,250000000000,125480360000,49331627400,-216453633332,112891269028,,915302758101,-1119680520706,-20078545623,236090729902,0,7112018,-154525438304,30663488035,-276294652060,497849972970,73655004401,1157380378,-30793582837,-1706803709,15547740000,-18475012499,,,,,
DBC,2016,1,,144010694890,,,-166996671524,3876012807,-157211927745,125480360000,404338932683,-23670650566,146261183367,0,122590532801,-270797655504,0,0,0,-125480360000,46755800904,0,5908730972,,1455936781128,-1039482220501,-12115627944,73095306756,0,0,-3126546604,27286133834,-239322864147,119833899663,-241035908107,-8810934420,-26268339252,-22571448131,6646488000,-3279244000,,,,,
DBC,2015,4,,131091532353,,,-99268349832,4579244368,-88444328004,0,-10242314762,87693878536,58568884769,-1579938,146261183367,186380521302,18181818,0,0,-30479305275,45086363168,6226595642,0,,1163314925314,-1130729733491,-12348201310,67561771396,0,-2219212950,-5055674783,25718285522,92198123195,-183736084235,211087998348,-2489631910,-27748889155,-1521683736,-6391459594,-26109383964,,,,,
DBC,2015,3,,142326163083,,,-51766122421,3541931424,-52164190997,0,-327914474513,-80775414198,139344298967,0,58568884769,299303251312,0,0,0,0,45406567978,-3940000000,0,,908453822449,-1226545471505,-9822825457,80706108354,0,0,-2854838863,19068325614,-31099060587,240104009543,-23504799789,1395041894,-25042633452,-1581837882,582211226,-3875842724,,,,,
DBC,2015,2,,131455938073,,,-92172127176,3149402286,-255499725802,0,173759453471,-79676503088,219018319317,2482738,139344298967,2063769243,0,0,0,0,43117710050,-166477000912,0,,1308677055895,-1127063037901,-7854564523,65176215303,0,2218310150,-5560203594,26503906164,9282307070,-236345011855,124519860978,1165218652,-25878745352,-9192273136,9431650089,-2375175276,,,,,
DBC,2015,1,,127777735815,,,-66218055765,4982823972,-82385989369,0,297377754646,-61721213928,280739533245,0,219018319317,-276712979205,590909091,0,0,-94112884500,37328962598,-21741666667,0,,1185057900332,-785882408238,-7684852948,70173115327,0,0,-2580604209,22856262099,-33393506009,79970060014,-387616413519,288776752,-24122096730,-26439442528,120000000,-13298093000,,,,,
DBC,2014,4,,180301884267,,,-77435546934,1463506925,77611306828,0,-130093560885,210536759967,70200769006,2004272,280739533245,263019014024,424306753,0,-165063179364,-1870122300,36940136764,0,318222219448,,1324685563113,-1404009960591,-48899041107,127605611868,0,-5302481,-4488910160,20250348276,54376380266,-366185662692,449712502710,1073785968,-32382664624,-8267166505,3559649099,-19169694465,,,,,
DBC,2014,3,,108755152313,,,-46292237967,6593060938,-46058267938,0,-293649270926,12362536817,57838232189,0,70200769006,352070075681,290909091,0,165063179364,-12281580260,33940262356,0,-171713179364,,640117609422,-915216395789,-6268904299,50061116535,0,-755190788,-2762714709,28271678919,25008285304,152684982056,97227306689,396717620,-23606871279,-7914384830,49236731,-530348923,,,,,
DBC,2014,2,,93737443238,,,-33612758251,1870808004,-41346895477,0,-152751918931,-67096621805,124931555785,3298209,57838232189,127002192603,24281875406,0,-205600000000,-73686989640,30804426280,0,171713179364,,986737916089,-1045512013360,-20290832020,28495550348,0,755190788,-4233428740,37915704562,96045587970,-188575072948,175487663294,-4399368778,-36866893893,-5768056651,4196421371,-6855531000,,,,,
DBC,2014,1,,98535684758,,,-59116355260,10304863887,156788508627,0,34506463556,-12257589889,137189145674,0,124931555785,-203552562072,0,0,205600000000,0,29703469826,0,0,,993120052557,-958298389001,-315200000,42994049558,0,0,-5118308324,30956473698,-13293966541,151950815291,-352234133340,-1407969252,-35375681755,-38965071348,325792115,-13088032000,,,,,
DBC,2013,4,,144517291995,,,-87979982851,3256956562,-495882046006,-187255760521,186458991770,-300805080881,437994179251,47304,137189145674,8617973355,-14936244717,-396222775000,0,0,29401308467,0,0,,958140629845,-568049868301,-16376009253,112471383663,-15000000000,0,-8495109586,26139709451,13847359574,-327270529100,188802167128,-239914849,-27127928659,-1450108298,1205982231,16333653333,,,,,
DBC,2013,3,,115265987523,,,-93780838694,4077704713,-74766889264,187255760521,54011281243,-21469064290,459463243538,3,437994179251,-713456269,14936244717,0,0,0,26845439083,0,0,,975656775879,-1108901255157,0,69128155324,0,-1190349744,-5979702128,26462444988,-52859621960,20660959355,-45340913235,-2174234048,-33193734916,-302376250,932727981,-3702250719,,,,,
DBC,2013,2,,79635064418,,,-60194175306,8482825802,-61711349504,-187275760521,-292308827230,-19611934104,479071284065,3893577,459463243538,334408242630,0,-10000000000,0,-9000000000,24768455436,0,0,,536343663206,-632376729915,0,29007140894,0,1190349744,-8482825802,33151944146,42282573786,125486099509,162300877858,-1968182398,-52726722178,-7619499935,-1028808223,-11953160207,,,,,
DBC,2013,1,,78451834521,,,-43232776883,7009590277,-36223186606,187275760521,173752821333,-72901196077,551972480142,0,479071284065,-210430830804,0,0,0,-5068775500,23591050848,0,0,,1025034544482,-1033488708170,0,29961698778,0,0,-7009590277,31908675172,217829432,-72697484514,-155689158394,-475635331,-35356657180,-13083987567,1028808223,-12826379994,,,,,
DBC,2009,2,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
DCM,2025,2,,1129099292481,,,-50320502219,93785159324,-259484110018,,-11712213371,1700176932780,1990759935043,47795242511,3738732110334,1971373256169,0,0,,-307390000,82642373944,-4202948767123,3900000000000,,161148709902,-172089102040,-464431233,907309295354,161155010858,-29020277420,-82903318229,18018502996,360005692284,442811212784,165730120973,-5805603908,-18889605297,-23674090364,0,-77903762784,,0,,,
DCM,2025,1,,503958003156,,,-189283341750,62564316660,-132464225090,,454522511565,73152003204,1903248325989,14359605850,1990759935043,-248906283271,0,-745200000,,-2147000,76433630160,-2755000000000,2750000000000,,571831276265,-116842186467,-464431233,453845520597,26922435678,-14362194803,-78296146793,15482216047,-867326565695,-286012222527,417386344753,81324356405,-15302040554,-49810088387,1415875600,-34539946022,,0,,,
DCM,2024,4,,258334014795,,,-312439240649,63409199761,-807140620916,,-286406138142,-258005580719,2111955319492,49298587216,1903248325989,835541178339,699999999,-23359347150,,-4353536400,78880752960,-4035451232877,3500000000000,,-203867556681,-77838820810,-346224251,319747801333,29858876743,-46740314599,-68094320921,15590394013,315159839420,190707222781,243279484345,-51941048567,-15476442092,-12047760907,23550000,-92497681436,,0,,,
DCM,2024,3,,165918801728,,,-373289867473,57650560287,-167530607914,,-924312786251,-1830824021853,3975120987904,-32341646559,2111955319492,-738980627688,972467272,-1263768000,,-1058843130000,67755875474,-2651600000000,2800000000000,,-3050212545015,3187307723757,-2564834993,148075555981,-43488145651,57797273357,-59614913366,12654934688,-120992401945,-377083024800,-346459223574,20183236689,-9112784244,-27430313641,528580000,-44533497901,,0,,,
